Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Snitz 1,2106,7059,7731.0,7888.0,8892.0,20859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2107,7059,7731.0,7888.0,8892.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2108,7059,7731.0,7888.0,8892.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2109,7059,7731.0,7888.0,8892.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2110,7059,7731.0,7888.0,8892.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2111,7059,7731.0,7888.0,8892.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2112,7059,7731.0,7888.0,8892.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2113,264,323.0,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2114,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,6736.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2115,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7059.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2116,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7363.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2117,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7762.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2118,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7888.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2119,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,7991.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2120,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8030.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2121,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,8635.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2122,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,16666.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2123,264,323.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2124,323,326.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2125,323,798.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2126,323,999.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2127,323,1140.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2128,323,1183.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2129,323,2758.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2130,323,6054.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2131,323,6184.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2132,323,6501.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2133,323,6544.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2134,323,6654.0,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2135,323,6736.0,7059.0,7119.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2136,323,6736.0,7059.0,7363.0,7632.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2137,323,6736.0,7059.0,7363.0,7685.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2138,323,6736.0,7059.0,7363.0,7714.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2139,323,6736.0,7059.0,7363.0,7762.0,7888.0,7966.0,7991.0,8030.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2140,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8129.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2141,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8130.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2142,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8148.0,8635.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2143,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,10821.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2144,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,12178.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2145,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2146,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,20859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2147,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2148,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,24915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2149,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,31252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2150,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2151,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,62433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2152,323,6736.0,7059.0,7363.0,7762.0,7888.0,7991.0,8030.0,8635.0,16666.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2153,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7059.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2154,264,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2155,326,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2156,798,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2157,999,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2158,1140,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2159,1183,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2160,2758,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2161,6054,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2162,6184,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2163,6501,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2164,6544,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2165,6654,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2166,7059,7119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2167,7059,7632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2168,7059,7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2169,7059,7714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2170,7059,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2171,7059,8129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2172,7059,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2173,7059,8148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2174,7059,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2175,7059,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2176,7059,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2177,7059,20859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2178,7059,22201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2179,7059,24915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2180,7059,31252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2181,7059,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2182,7059,62433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2183,7059,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2184,264,323.0,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2185,264,326.0,798.0,957.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2186,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,5634.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2187,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,6989.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2188,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7519.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2189,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7583.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2190,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7762.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2191,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7888.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2192,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8030.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2193,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8118.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2194,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,8635.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2195,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,8892.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2196,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,8918.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2197,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10430.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2198,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,10890.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2199,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,16666.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2200,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,18827.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2201,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,26331.0,31252.0,61016.0,62433.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2202,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,91497.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2203,264,326.0,798.0,999.0,1140.0,1183.0,2758.0,6054.0,6184.0,6501.0,6544.0,6654.0,7119.0,7632.0,7685.0,7714.0,7966.0,8129.0,8130.0,8148.0,10821.0,12178.0,19310.0,20859.0,22201.0,24915.0,31252.0,61016.0,62433.0,443158.0,5281515.0,,,,,,,,,,,,,
Snitz 1,2204,264,323.0,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2205,323,326.0,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2206,323,798.0,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2207,323,957.0,999.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2208,323,957.0,1140.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2209,323,957.0,1183.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2210,323,957.0,2758.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2211,323,957.0,5634.0,6054.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2212,323,957.0,5634.0,6184.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2213,323,957.0,5634.0,6501.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2214,323,957.0,5634.0,6544.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2215,323,957.0,5634.0,6654.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2216,323,957.0,5634.0,6989.0,7119.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2217,323,957.0,5634.0,6989.0,7519.0,7583.0,7632.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2218,323,957.0,5634.0,6989.0,7519.0,7583.0,7685.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2219,323,957.0,5634.0,6989.0,7519.0,7583.0,7714.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2220,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,7966.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2221,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8129.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2222,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8130.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2223,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8148.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2224,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10821.0,10890.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2225,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,12178.0,16666.0,18827.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2226,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,19310.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2227,323,957.0,5634.0,6989.0,7519.0,7583.0,7762.0,7888.0,8030.0,8118.0,8635.0,8892.0,8918.0,10430.0,10890.0,16666.0,18827.0,20859.0,26331.0,91497.0,443158.0,,,,,,,,,,,,,,,,,,,,,,,
